#Source https://www.cdc.gov/nchs/data/series/sr_11/sr11_246.pdf
#gender,agelow,agehigh,MeanSt,Dev3rd,5th,10th,25th,50th,75th,85th,90th,95th,97th
0,2,2.49,16.54,1.29,14.48,14.73,15.08,15.56,16.38,17.26,17.79,18.15,18.85,19.37
0,2.5,2.99,16.17,1.20,13.98,14.32,14.64,15.37,16.16,16.96,17.37,17.67,18.28,18.57
0,3.0,3.49,16.04,1.24,13.80,14.13,14.60,15.21,15.88,16.90,17.29,17.71,18.31,18.60
0,3.5,3.99,15.92,1.39,13.90,14.18,14.42,15.05,15.82,16.50,17.06,17.36,18.12,18.70
0,4.0,4.49,15.86,1.39,13.72,13.94,14.28,15.03,15.75,16.55,17.06,17.43,17.92,18.67
0,4.5,4.99,15.73,1.34,13.57,13.92,14.29,14.92,15.65,16.42,16.84,17.09,17.82,18.11
0,5.0,5.49,15.79,1.60,13.66,13.85,14.29,14.81,15.62,16.36,16.87,17.36,18.08,20.27
0,5.5,5.99,15.72,1.65,13.64,13.82,14.11,14.72,15.48,16.38,17.06,17.41,18.53,19.15
0,6.0,6.49,15.61,1.61,13.41,13.72,14.18,14.72,15.37,16.24,16.81,17.18,18.12,18.99
0,6.5,6.99,15.90,1.95,13.43,13.73,14.05,14.59,15.49,16.72,17.49,18.07,19.09,20.40
0,7.0,7.49,15.80,1.72,13.06,13.43,13.98,14.73,15.62,16.48,17.17,17.67,18.79,19.45
0,7.5,7.99,16.00,1.74,13.65,13.90,14.19,14.97,15.60,16.68,17.39,18.04,19.62,20.03
0,8.0,8.49,16.06,1.98,13.25,13.57,14.19,14.81,15.68,16.74,17.71,18.28,19.71,20.85
0,8.5,8.99,16.42,2.24,13.62,14.10,14.48,15.13,16.06,17.10,18.02,18.96,19.68,20.57
0,9.0,9.49,16.84,2.62,13.74,14.00,14.29,14.99,16.13,17.71,19.64,20.40,22.29,23.09
0,9.5,9.99,17.03,2.77,13.63,13.98,14.59,15.37,16.35,17.87,19.29,19.94,21.78,23.84
0,10.0,10.49,17.20,2.37,14.19,14.54,14.87,15.59,16.70,18.28,19.36,20.08,22.03,23.15
0,10.5,10.99,17.76,2.88,14.39,14.59,14.96,15.78,17.17,18.81,19.95,21.16,24.16,25.96
0,11.0,11.49,17.98,2.91,14.40,14.77,15.27,16.10,17.31,18.97,20.87,21.69,23.05,24.99
0,11.5,11.99,18.39,3.76,14.31,14.72,15.10,16.07,17.26,19.80,21.61,23.67,26.04,27.12
0,12.0,12.49,18.48,2.95,14.67,15.03,15.63,16.57,17.74,19.61,21.02,22.28,24.20,26.90
0,12.5,12.99,18.70,3.05,14.83,15.22,15.88,16.80,17.96,19.95,21.19,22.41,24.96,25.80
0,13.0,13.49,19.11,3.14,15.28,15.54,16.09,17.02,18.32,20.56,21.85,22.81,25.12,27.79
0,13.5,13.99,19.89,3.73,15.42,16.02,16.57,17.63,18.97,21.02,23.45,24.80,26.66,27.32
0,14.0,14.49,19.87,3.09,15.69,16.14,16.79,17.85,19.27,21.04,22.68,23.69,25.29,26.36
0,14.5,14.99,20.51,3.35,16.20,16.53,17.18,18.24,19.78,21.87,23.64,24.92,27.38,28.07
0,15.0,15.49,20.50,3.12,16.29,16.58,17.35,18.52,19.81,21.77,23.51,24.14,25.69,27.75
0,15.5,15.99,21.01,3.24,16.48,16.80,17.73,19.11,20.47,22.29,23.54,24.81,27.08,29.21
0,16.0,16.49,21.48,3.25,17.37,17.59,18.37,19.48,20.83,22.45,23.88,25.93,27.93,30.23
0,16.5,16.99,21.97,3.28,17.31,17.76,18.42,19.57,21.69,23.47,24.82,25.72,27.59,29.00
0,17.0,17.49,21.84,3.46,16.96,17.80,18.37,19.54,21.02,23.44,24.86,26.29,28.83,29.63
0,17.5,17.99,21.96,3.36,17.50,18.03,18.66,19.70,21.27,23.56,25.11,26.17,28.06,30.27
0,18.0,18.49,23.22,4.12,17.79,18.11,18.86,20.39,22.45,24.56,26.57,28.41,31.43,33.16
0,18.5,18.99,22.89,3.53,17.52,18.69,19.06,20.64,22.36,24.38,26.20,27.69,28.70,30.40
0,19.0,19.49,23.31,3.28,18.99,19.17,19.72,21.06,22.95,24.68,26.16,28.06,30.79,31.44
0,19.5,19.99,23.16,3.85,18.02,18.04,19.18,20.99,22.53,24.27,26.80,28.99,30.73,32.14
1,2,2.49,16.26,1.51,14.15,14.32,14.66,15.34,16.09,17.05,17.60,18.04,18.61,19.13
1,2.5,2.99,16.09,1.41,13.81,14.13,14.48,15.18,15.99,16.79,17.31,17.69,18.25,18.69
1,3.0,3.49,15.92,1.55,13.62,13.80,14.27,14.99,15.76,16.57,17.33,17.64,18.42,18.83
1,3.5,3.99,15.63,1.41,13.49,13.58,13.88,14.66,15.55,16.44,16.88,17.27,17.84,18.52
1,4.0,4.49,15.72,1.54,13.51,13.71,14.10,14.75,15.52,16.39,16.98,17.49,18.53,18.91
